project,new events,unique new events,new events in fragment,unique new events in fragment,new traces,unique new traces,new traces with events in fragment,unique new traces with events in fragment,new violations,new unique violation,new violations in fragment,new unique violation in fragment
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker-L691_L697,125,18,3,1,32,15,1,1,1,1,0,0
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-MergingServletResourceProvider-L106_L112,139,25,2,1,8,8,1,1,6,4,6,4
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-MergingServletResourceProvider-L61_L72,273,68,44,1,79,22,1,1,24,3,22,1
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-ImageLoaderRawCCITTFax-L76_L140,1109,115,5,1,131,59,1,1,0,0,0,0
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-PreloaderTIFF-L155_L192,3142,39,4,1,37,24,1,1,0,0,0,0
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-AbstractNestableNode-L197_L202,121,69,38,1,50,25,1,1,18,4,15,1
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-TextUtil-L1112_L1117,10,10,10,2,10,2,2,2,0,0,0,0
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-TextUtil-L1196_L1201,74,5,0,0,5,5,0,0,0,0,0,0
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-TextUtil-L1741_L1746,150,26,20,2,25,7,2,2,0,0,0,0
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-TextUtil-L2080_L2085,1029,8,2,2,7,7,2,2,0,0,0,0
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-TextUtil-L49_L54,150,26,20,2,25,7,2,2,0,0,0,0
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-TextUtil-L899_L904,74,5,0,0,5,5,0,0,0,0,0,0
awslabs-aws-glue-catalog-sync-agent-for-hive-2ba77e5718c5b1988e711fac37966b40665bc385-HiveUtils-L46_L50,609,112,224,2,79,20,2,2,0,0,0,0
Azure-Samples-cassandra-proxy-f184bcaa612808ad9348a629330cc6bc94c13105-Proxy-L190_L217,1685,24,6,1,417,16,1,1,0,0,0,0
Blazemeter-xtn5250-240e00411e0c21995e87f5a36dd0f6fee2929af8-XITDOrd-L58_L66,1,1,0,0,1,1,0,0,0,0,0,0
Blazemeter-xtn5250-240e00411e0c21995e87f5a36dd0f6fee2929af8-XITDOrd-L58_L67,415,93,414,1,93,3,1,1,0,0,0,0
bruceran-krpc-33c83d78574a472e3cbfc75afa87ec57253cc90c-RpcCallableBase-L87_L96,257491,651,167,7,5011,489,2,2,0,0,0,0
datadotworld-dw-jdbc-ac4f7d8a457dce89cbaa9eb33994304e5504fda1-NodeConversions-L124_L133,146,12,3,2,8,8,2,2,0,0,0,0
datadotworld-dw-jdbc-ac4f7d8a457dce89cbaa9eb33994304e5504fda1-Versions-L45_L53,5,5,0,0,5,5,0,0,0,0,0,0
demidenko05-beigesoft-webstore-624d41d82547ff897ca5b3740d8d73cb2dacf052-PrcWebstorePage-L1088_L1098,423,86,121,6,74,22,7,6,14,2,14,2
demidenko05-beigesoft-webstore-624d41d82547ff897ca5b3740d8d73cb2dacf052-PrcWebstorePage-L913_L942,241,6,0,0,6,6,0,0,0,0,0,0
dingjs-javaagent-aa1cea60d0042f58977fb5d42c16afca92ad589d-ClassPoolTail-L384_L389,17699,6,0,0,5,5,0,0,97,2,97,2
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-LOCRecord-L145_L164,1038,55,105,2,96,13,2,2,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-LOCRecord-L179_L184,1031,64,58,16,32,12,14,4,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-Lookup-L722_L727,567,31,35,4,24,16,3,3,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-LookupSession-L553_L568,1617,60,14,4,40,22,4,4,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-Master-L201_L232,1045,58,116,3,58,16,3,3,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-Message-L405_L425,137,20,0,0,20,12,0,0,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-NioTcpClient-L175_L197,291,6,0,0,6,6,0,0,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-NioTcpClient-L84_L107,109,30,14,1,30,18,1,1,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-NioTcpClient-L99_L106,735,54,34,2,45,24,2,2,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-NioUdpClient-L183_L194,1260,8,0,0,6,6,0,0,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-OPTRecord-L209_L213,318,6,0,0,6,6,0,0,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-TCPClient-L86_L92,59,24,18,2,24,8,2,2,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-Tokenizer-L270_L350,11,6,0,0,6,6,0,0,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-Tokenizer-L273_L345,616,192,183,30,117,22,28,10,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-TypeBitmap-L137_L148,207,8,0,0,6,6,0,0,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-ValidatingResolver-L1064_L1081,527,103,106,3,71,21,3,3,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-ValidatingResolver-L1404_L1420,756,45,2,2,45,24,2,2,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-ValUtils-L136_L205,4687,33,12,1,37,13,1,1,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-WKSRecord-L630_L645,264,26,40,2,22,10,2,2,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-Zone-L104_L117,529,16,18,2,15,12,2,2,0,0,0,0
dnsjava-dnsjava-206c9e51ac18e1ed6f82beb16cb6c0ff1f83b095-Zone-L288_L309,3149,32,5,1,22,18,1,1,0,0,0,0
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-AbstractBuiltInContent-L62_L73,1660,5,0,0,5,5,0,0,0,0,0,0
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-AbstractEXIBodyDecoder-L367_L395,1034,80,63,3,53,19,3,3,0,0,0,0
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-AbstractSchemaInformedGrammar-L159_L232,2552,18,0,0,7,7,0,0,0,0,0,0
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-QNameUtilities-L117_L129,1476,151,150,18,46,20,10,6,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-AnsiLogger-L305_L320,92,69,67,18,26,14,11,6,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-AnsiLogger-L309_L318,53,44,37,15,22,14,12,6,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-AssemblyFiles-L98_L106,24,10,8,1,9,9,1,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-AuthConfigFactory-L320_L350,73582,276,3,1,285,114,1,1,6,2,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-AuthConfigFactory-L403_L417,1,1,0,0,1,1,0,0,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-AuthConfigList-L35_L40,16,9,1,1,8,8,1,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-AwsSdkAuthConfigFactory-L41_L50,1,1,0,0,1,1,0,0,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-AwsSigner4Request-L195_L198,1768,113,1395,10,75,24,10,5,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-BuildImageConfiguration-L320_L324,4929,98,2653,4,60,20,4,4,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-CopyConfiguration-L124_L138,695,7,0,0,6,6,0,0,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-CopyConfiguration-L72_L80,137,44,42,6,24,17,4,4,1,1,1,1
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-CopyConfiguration-L74_L78,84,35,27,3,9,9,1,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-CopyMojo-L137_L157,6190,263,260,3,182,28,3,3,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-DockerAssemblyConfigurationSource-L320_L325,176,30,24,3,13,10,1,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-DockerAssemblyManager-L393_L400,2518,39,60,2,42,13,2,2,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-DockerComposeServiceWrapper-L326_L347,311,105,108,2,78,18,2,2,12,2,12,2
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-DockerComposeServiceWrapper-L389_L398,490,45,37,4,36,13,4,4,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-DockerConnectionDetector-L174_L183,17,10,10,1,10,8,1,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-DockerFileBuilder-L138_L153,35,10,0,0,6,6,0,0,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-DockerFileBuilder-L231_L236,105,33,70,7,34,18,7,4,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-DockerFileBuilder-L267_L294,671,237,623,38,131,25,34,7,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-DockerFileUtil-L200_L204,479,8,2,1,8,8,1,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-DockerFileUtil-L264_L278,4024,88,79,4,27,11,1,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-DockerFileUtil-L68_L75,1658,36,22,3,39,13,2,2,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-DockerPathUtil-L40_L55,10,7,0,0,6,6,0,0,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-EnvUtil-L283_L298,283,41,31,5,9,9,1,1,4,2,1,1
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-EnvUtil-L355_L371,167,78,114,14,50,16,10,7,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-ExternalCommand-L90_L97,256,60,30,2,38,14,2,2,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-FormatParameterReplacer-L26_L31,208,9,3,3,9,7,3,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-HttpPingChecker-L95_L126,81,45,0,0,9,9,0,0,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-ImageArchiveManifestEntryAdapter-L30_L45,12,6,0,0,6,6,0,0,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-ImageArchiveUtil-L85_L90,2066,25,2,1,31,17,1,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-ImageNameFormatter-L222_L249,335,68,305,16,38,20,13,7,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-ImageName-L123_L129,111,38,93,10,25,17,10,8,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-ImageName-L124_L127,46,34,27,9,19,11,9,5,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-ImageName-L249_L266,685,10,2,1,8,7,1,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-ImageName-L260_L264,127,68,67,13,34,17,11,6,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-ImageName-L260_L265,529,30,25,5,23,16,4,4,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-JibServiceUtil-L347_L358,75,23,56,8,22,8,8,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-LogRequestor-L130_L135,85,22,84,1,22,4,1,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-MappingTrackArchiver-L133_L148,6,6,0,0,6,6,0,0,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-MojoExecutionService-L108_L112,1,1,0,0,1,1,0,0,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-NamePatternUtil-L51_L72,758,25,18,13,22,16,13,8,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-NamePatternUtil-L51_L74,852,133,188,25,55,40,20,17,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-PortMapping-L282_L293,2233,43,36,8,8,8,1,1,2,2,2,2
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-PortMapping-L306_L325,1589,65,58,5,8,8,1,1,12,5,12,5
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-PortMapping-L393_L397,48,6,0,0,6,6,0,0,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-RunService-L354_L360,1817,136,101,4,69,29,4,4,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-RunService-L402_L407,1264,30,24,4,14,10,1,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-RunService-L472_L481,911,129,130,3,132,24,3,3,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-RunService-L474_L480,111,36,16,1,15,12,1,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-RunService-L680_L690,3927,86,2562,2,48,16,2,2,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-SaveMojo-L157_L161,2329,99,186,4,59,21,4,4,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-SaveMojo-L97_L105,14,12,10,4,5,3,2,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-StartContainerExecutor-L65_L77,33,6,0,0,6,6,0,0,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-StartOrderResolver-L102_L108,704,60,40,4,43,25,3,3,16,5,13,2
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-StartOrderResolver-L43_L50,1605,18,10,4,16,10,4,4,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-StartOrderResolver-L78_L81,117,24,16,3,7,7,1,1,1,1,1,1
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-StopMojo-L259_L271,122,35,20,1,9,9,1,1,7,3,7,3
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-TcpPortChecker-L40_L50,36,16,1,1,10,10,1,1,10,2,9,1
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-UrlBuilder-L276_L283,3484,31,23,23,30,9,23,2,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-ValueProvider-L351_L364,890,167,195,4,97,23,3,3,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-WaitService-L104_L128,136,31,1,1,9,9,1,1,0,0,0,0
fabric8io-docker-maven-plugin-40371e754a6f3122af6d3019508c364627580935-WatchService-L80_L98,3132,61,48,5,43,21,5,5,0,0,0,0
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-CommonAcronyms-L96_L126,851,17,0,0,9,9,0,0,0,0,0,0
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-ConverterApp-L97_L108,1842,95,51,2,210,43,2,2,0,0,0,0
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L151_L193,706,35,15,1,13,9,1,1,0,0,0,0
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L363_L512,669,289,329,5,184,34,5,5,0,0,0,0
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L377_L512,555,167,172,3,92,25,3,3,0,0,0,0
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L529_L673,1030,316,600,4,240,24,3,3,4,1,0,0
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-Method-L63_L68,252,70,52,1,12,11,1,1,13,2,13,2
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-Proto3Writer-L134_L190,1176,106,140,4,68,16,4,4,0,0,0,0
IBlogLab-enhance-gateway-9b175549c6f9228096be92424c712e07686e9e4b-LoggingRecordMongoDAO-L228_L281,4089,217,154,17,325,58,9,9,0,0,0,0
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleToMySqlOutputVisitor-L288_L342,3287,548,103,2,106,30,2,2,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-CustomToStringStyle-L152_L166,79,6,0,0,5,5,0,0,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-DatabaseImpl-L1400_L1441,1969,88,2,1,31,21,1,1,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-DatabaseImpl-L480_L487,15,8,10,1,8,8,1,1,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ExportUtil-L300_L320,750,66,60,3,41,14,3,3,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ExpressionTokenizer-L584_L587,180,37,151,2,36,10,2,2,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-FKEnforcer-L118_L140,14077,100,61,1,32,18,1,1,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-FKEnforcer-L123_L138,9787,46,40,6,43,13,6,6,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-FKEnforcer-L182_L214,13287,319,2773,3,1188,28,3,3,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ImportUtil-L180_L184,8815,71,13,1,35,18,1,1,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ImportUtil-L515_L572,1379,122,120,10,50,16,8,7,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ImportUtil-L518_L556,999,168,180,11,94,23,7,4,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexBuilder-L196_L203,1840,7,0,0,5,5,0,0,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexData-L2232_L2252,282,10,0,0,6,6,0,0,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexData-L465_L476,3509,140,107,1,59,15,1,1,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-OleUtil-L116_L158,344,42,0,0,60,10,0,0,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-PropertyMaps-L223_L241,7433,219,200,5,138,31,5,5,0,0,0,0
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-RelationshipCreator-L287_L296,403,112,150,3,73,19,3,3,0,0,0,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-PNMImageWriter-L148_L153,1100,12,0,0,5,5,0,0,0,0,0,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-PNMImageWriter-L388_L392,355,32,20,2,29,18,2,2,0,0,0,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFBaseJPEGCompressor-L377_L389,2172,122,117,2,122,7,2,2,0,0,0,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFImageMetadata-L1615_L1627,27930,140,133,5,88,29,4,4,0,0,0,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFImageReader-L1488_L1510,3982,72,53,5,58,18,5,5,17,2,16,1
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFImageReader-L182_L216,181,11,3,2,8,7,2,2,0,0,0,0
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFOldJPEGDecompressor-L352_L418,14112,43,84,2,41,11,2,2,0,0,0,0
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-BaseMavenRepository-L59_L72,64797,25,28,1,16,10,1,1,0,0,0,0
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-GitHubSource-L117_L125,777,60,0,0,115,34,0,0,0,0,0,0
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-GitHubSource-L132_L159,420,88,20,1,103,44,1,1,0,0,0,0
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-GitHubSource-L135_L158,588,73,20,1,131,38,1,1,0,0,0,0
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-GitHubSource-L76_L159,56,34,16,1,20,18,2,1,0,0,0,0
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-HPI-L189_L199,188,95,5,1,41,33,1,1,0,0,0,0
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-HPI-L584_L605,2114,600,592,1,86,13,1,1,144,2,144,2
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-Main-L185_L199,2623,652,1040,3,465,15,3,3,0,0,0,0
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-Plugin-L79_L134,1157,129,0,0,57,40,0,0,1,1,1,1
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-Signer-L180_L205,774,158,161,4,105,21,4,4,0,0,0,0
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-Signer-L89_L98,8,8,3,1,8,8,1,1,0,0,0,0
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-Clean-L1828_L1842,748,211,721,1,211,7,1,1,0,0,0,0
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-AnnotationFilesIndexer-L50_L61,1087,5,0,0,5,5,0,0,0,0,0,0
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-DTDLoader-L244_L293,34583,449,0,0,1194,219,0,0,0,0,0,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionFormMapper-L968_L982,0,0,0,0,0,0,0,0,0,0,0,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionPathResolver-L179_L243,736,334,572,67,230,35,46,10,0,0,0,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionPathResolver-L179_L245,757,317,494,67,216,36,46,12,0,0,0,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionPathResolver-L603_L641,155,52,46,16,29,13,15,5,0,0,0,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionPathResolver-L605_L632,71,22,28,6,19,17,5,5,0,0,0,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionRoutingByPathParamDeterminer-L184_L216,22,9,4,4,7,7,2,2,0,0,0,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionValidator-L505_L526,703,229,225,3,112,27,3,3,0,0,0,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-FormCoinsHelper-L218_L224,102,58,72,5,39,18,4,3,0,0,0,0
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-FormCoinsHelper-L238_L243,5,5,0,0,5,5,0,0,0,0,0,0
logpresso-CVE-2021-44228-Scanner-35c37dd6941d6b77d103229302cadd473b97a816-Detector-L270_L301,5464,13,5,1,7,7,1,1,0,0,0,0
monkeymq-jgossip-4bfc8e791381f70d62ea4ad6d8ae952da840dd0d-GossipManager-L553_L559,282,123,149,3,81,18,4,4,3,1,3,1
narupley-not-going-to-be-commons-ssl-346bb4e8481316687a643219800a398ecd8f62a8-HostnameVerifier-L273_L317,33,5,0,0,5,5,0,0,0,0,0,0
narupley-not-going-to-be-commons-ssl-346bb4e8481316687a643219800a398ecd8f62a8-KeyStoreBuilder-L363_L460,38744,108,70,9,118,36,7,7,0,0,0,0
narupley-not-going-to-be-commons-ssl-346bb4e8481316687a643219800a398ecd8f62a8-Util-L176_L179,98,23,16,2,21,10,2,2,0,0,0,0
Neop-mudmap2-070650853bc37663525f0d62fb54a029e364eafd-WorldFileJSON-L208_L368,52,14,1,1,11,11,1,1,0,0,0,0
nothingax-micro-DB-1bbae368f7670f94130606fa65bcbc8ccbb89b98-BPTreeLeafPage-L93_L107,148,34,21,3,27,10,3,3,0,0,0,0
OWASP-json-sanitizer-fc612ab374de73d03864d56fb87b6a103b234489-JsonSanitizer-L1004_L1018,147,130,124,2,84,9,2,2,0,0,0,0
package-url-packageurl-java-47351deccffb9394df42b913f59ffc00741af0b6-PackageURL-L400_L429,118,82,98,29,15,13,9,7,0,0,0,0
